Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
29,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,3,Laboratory Technician,1,Single,2062,19384,3,2,11,2,3
37,Travel_Rarely,Research & Development,7,4,Medical,4,Male,3,Research Scientist,1,Married,4284,13588,5,3,16,2,3
35,Travel_Rarely,Research & Development,16,2,Other,4,Female,2,Manufacturing Director,2,Married,4788,25388,0,4,4,2,3
45,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Female,2,Manufacturing Director,4,Married,5906,23888,0,4,10,2,2
36,Travel_Frequently,Human Resources,2,1,Human Resources,2,Male,2,Human Resources,4,Single,3886,4223,1,4,10,2,2
40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Manager,1,Divorced,16823,18991,2,1,22,3,3
26,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,Research Scientist,3,Married,2933,14908,1,3,1,3,2
27,Travel_Rarely,Sales,2,2,Medical,1,Female,4,Sales Executive,3,Single,6500,26997,0,2,9,5,2
48,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,Manager,4,Divorced,17174,2437,3,2,24,3,3
44,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,4,Healthcare Representative,1,Married,5033,9364,2,4,10,5,3
34,Non-Travel,Research & Development,16,4,Technical Degree,4,Male,1,Research Scientist,1,Married,2307,14460,1,2,5,2,3
56,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,3,Laboratory Technician,4,Single,2587,10261,1,4,5,3,3
36,Travel_Rarely,Sales,17,2,Marketing,3,Male,2,Sales Executive,2,Married,5507,16822,2,3,12,1,1
41,Travel_Rarely,Sales,8,3,Marketing,3,Female,3,Sales Executive,2,Married,4393,26841,5,3,14,3,3
42,Travel_Rarely,Research & Development,6,3,Medical,3,Male,3,Research Director,1,Married,13348,14842,9,2,18,3,4
31,Travel_Rarely,Sales,10,2,Medical,3,Female,3,Sales Executive,4,Divorced,6583,20115,2,4,8,2,3
34,Travel_Rarely,Sales,3,1,Medical,4,Female,2,Sales Executive,4,Married,8103,16495,3,3,9,3,2
31,Travel_Rarely,Research & Development,4,3,Medical,1,Female,4,Laboratory Technician,3,Divorced,3978,16031,8,2,4,0,2
26,Travel_Frequently,Research & Development,6,3,Other,3,Male,4,Laboratory Technician,4,Married,2544,7102,0,1,8,3,3
45,Travel_Frequently,Research & Development,1,4,Medical,2,Male,3,Healthcare Representative,3,Single,5399,14511,4,3,12,3,3
33,Travel_Rarely,Sales,10,4,Marketing,2,Male,3,Sales Executive,3,Single,5487,10410,1,2,10,2,2
28,Travel_Frequently,Sales,1,2,Life Sciences,3,Male,2,Sales Executive,4,Married,6834,19255,1,3,7,2,3
29,Travel_Frequently,Sales,24,3,Technical Degree,3,Male,4,Sales Representative,1,Single,1091,10642,1,4,1,3,3
39,Non-Travel,Sales,21,4,Life Sciences,1,Female,1,Sales Executive,3,Married,5736,3987,6,3,10,1,3
27,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,3,Research Scientist,2,Married,2226,6073,1,3,6,3,2
34,Travel_Frequently,Research & Development,22,4,Other,3,Male,2,Research Scientist,4,Married,5747,26496,1,2,16,3,3
28,Travel_Rarely,Sales,13,2,Marketing,4,Female,3,Sales Executive,3,Single,9854,23352,3,4,6,0,3
47,Non-Travel,Research & Development,14,4,Technical Degree,3,Male,3,Research Scientist,2,Married,5467,2125,8,3,16,4,4
56,Travel_Rarely,Sales,11,5,Marketing,4,Female,2,Sales Executive,1,Married,5380,20328,4,3,6,3,3
39,Travel_Rarely,Research & Development,9,2,Medical,1,Male,3,Manufacturing Director,1,Married,5151,12315,1,4,10,3,3
38,Travel_Frequently,Research & Development,8,3,Medical,4,Female,2,Research Scientist,2,Divorced,2133,18115,1,3,20,3,3
58,Travel_Rarely,Sales,21,3,Life Sciences,4,Female,3,Manager,4,Married,17875,11761,4,3,29,2,2
32,Travel_Frequently,Research & Development,5,2,Life Sciences,1,Female,4,Research Scientist,3,Single,2432,15318,3,1,8,2,3
38,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,Research Scientist,4,Divorced,4771,14293,2,4,10,0,4
49,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Male,3,Research Director,4,Married,19161,13738,3,4,28,3,3
42,Travel_Rarely,Sales,12,4,Marketing,2,Male,3,Sales Executive,4,Divorced,5087,2900,3,3,14,4,3
27,Travel_Frequently,Human Resources,22,3,Human Resources,1,Female,2,Human Resources,2,Married,2863,19555,1,1,1,2,3
35,Travel_Rarely,Sales,18,4,Medical,2,Male,3,Sales Executive,1,Married,5561,15975,0,4,6,2,1
28,Non-Travel,Research & Development,16,3,Medical,3,Male,3,Research Scientist,3,Single,2144,2122,1,3,5,3,2
31,Non-Travel,Research & Development,3,2,Medical,3,Male,3,Research Scientist,1,Divorced,3065,3995,1,4,4,3,4
36,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,4,Laboratory Technician,2,Married,2810,9238,1,2,5,3,3
34,Travel_Rarely,Sales,1,3,Marketing,1,Male,3,Sales Executive,4,Single,9888,6770,1,1,14,3,2
34,Travel_Rarely,Sales,13,4,Medical,4,Male,3,Sales Executive,3,Divorced,8628,22914,1,3,9,2,2
26,Travel_Rarely,Research & Development,1,3,Medical,3,Male,3,Laboratory Technician,1,Single,2867,20006,0,4,8,6,2
29,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Healthcare Representative,1,Married,5373,6225,0,1,6,5,2
32,Non-Travel,Research & Development,15,4,Medical,3,Female,3,Healthcare Representative,4,Divorced,6667,16542,5,2,9,6,3
31,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,1,Research Scientist,1,Married,5003,5771,1,2,10,6,3
28,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,2,Laboratory Technician,4,Divorced,2367,18779,5,1,6,2,2
38,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Sales Representative,1,Single,2858,11473,4,1,20,3,2
35,Travel_Rarely,Sales,7,4,Life Sciences,3,Female,3,Sales Executive,4,Married,5204,13586,1,4,10,2,3
27,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,Sales Executive,4,Single,4105,5099,1,1,7,5,3
32,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Male,2,Manufacturing Director,4,Single,9679,10138,8,2,8,1,3
31,Travel_Frequently,Sales,26,4,Marketing,1,Male,3,Sales Executive,4,Married,5617,21075,1,3,10,4,3
53,Travel_Rarely,Sales,24,4,Life Sciences,1,Male,3,Sales Executive,1,Single,10448,5843,6,2,15,2,2
54,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,3,Research Scientist,3,Married,2897,22474,3,3,9,6,2
33,Travel_Frequently,Research & Development,7,2,Life Sciences,4,Male,3,Healthcare Representative,3,Divorced,5968,18079,1,3,9,2,3
43,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married,7510,16873,1,2,10,1,3
38,Travel_Frequently,Human Resources,1,4,Other,4,Male,3,Human Resources,2,Married,2991,5224,0,2,7,2,3
55,Travel_Rarely,Human Resources,26,4,Human Resources,3,Male,4,Manager,2,Married,19636,25811,4,1,35,0,3
31,Travel_Rarely,Research & Development,2,1,Medical,4,Female,1,Laboratory Technician,4,Divorced,1129,17536,1,3,1,4,3
39,Travel_Rarely,Sales,15,4,Marketing,2,Male,3,Sales Executive,1,Single,13341,25098,0,1,21,3,3
42,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,2,Research Scientist,3,Single,4332,14811,1,4,20,2,3
31,Non-Travel,Research & Development,10,3,Medical,3,Female,3,Research Director,3,Married,11031,26862,4,3,13,2,4
54,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,Manufacturing Director,1,Single,4440,25198,6,4,9,3,3
24,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,Healthcare Representative,3,Single,4617,14120,1,2,4,2,2
23,Travel_Rarely,Research & Development,12,2,Other,4,Male,3,Laboratory Technician,4,Single,2647,13672,1,3,5,6,4
40,Travel_Frequently,Research & Development,11,3,Technical Degree,4,Female,3,Laboratory Technician,3,Married,6323,26849,1,1,10,2,4
40,Travel_Rarely,Sales,2,2,Marketing,2,Female,3,Sales Executive,2,Married,5677,4258,3,3,15,4,3
25,Travel_Rarely,Human Resources,2,3,Human Resources,3,Female,3,Human Resources,2,Married,2187,19655,4,3,6,3,3
30,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,Laboratory Technician,2,Married,3748,4077,1,3,12,6,2
25,Travel_Rarely,Research & Development,2,1,Other,4,Male,3,Laboratory Technician,3,Divorced,3977,7298,6,3,7,2,2
47,Travel_Rarely,Research & Development,25,3,Medical,1,Male,3,Healthcare Representative,3,Single,8633,13084,2,2,25,3,3
33,Non-Travel,Research & Development,1,2,Medical,2,Male,2,Laboratory Technician,3,Divorced,2008,20439,1,3,1,2,2
38,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,3,Sales Executive,2,Married,4440,7636,0,1,16,3,3
31,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,3,Sales Representative,3,Married,3067,6393,0,3,3,1,3
38,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,2,Manufacturing Director,3,Married,5321,14284,2,4,10,1,3
42,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,3,Research Scientist,1,Divorced,5410,11189,6,3,9,3,2
41,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,3,Research Scientist,4,Married,2782,21412,3,1,12,3,3
47,Non-Travel,Research & Development,1,1,Medical,3,Female,3,Research Director,2,Married,11957,17231,0,1,14,3,1
35,Travel_Rarely,Research & Development,11,4,Medical,4,Male,3,Laboratory Technician,3,Married,2660,20232,7,3,5,3,3
22,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,Research Scientist,3,Single,3375,17624,0,4,4,2,4
35,Travel_Rarely,Research & Development,9,4,Medical,2,Male,3,Research Scientist,3,Single,5098,18698,1,2,10,5,3
33,Travel_Rarely,Research & Development,15,2,Medical,2,Female,3,Healthcare Representative,4,Married,4878,21653,0,1,10,6,3
32,Travel_Rarely,Research & Development,29,4,Life Sciences,3,Female,2,Laboratory Technician,2,Single,2837,15919,1,3,6,3,3
40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Laboratory Technician,4,Married,2406,4060,8,3,8,3,2
32,Travel_Rarely,Sales,1,4,Medical,2,Male,2,Sales Representative,2,Married,2269,18024,0,2,3,2,3
39,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,3,Research Scientist,4,Single,4108,5340,7,1,18,2,3
38,Travel_Rarely,Research & Development,10,3,Medical,2,Female,1,Research Director,3,Married,13206,3376,3,1,20,3,3
32,Travel_Rarely,Sales,1,4,Marketing,3,Female,3,Sales Executive,4,Married,10422,24032,1,3,14,3,3
37,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,4,Research Director,4,Married,13744,15471,1,1,16,2,3
25,Travel_Rarely,Sales,8,2,Other,1,Female,3,Sales Executive,3,Divorced,4907,13684,0,2,6,3,2
52,Non-Travel,Sales,29,4,Life Sciences,1,Male,3,Sales Representative,4,Divorced,3482,19788,2,2,16,3,2
44,Travel_Rarely,Research & Development,1,3,Medical,2,Male,3,Research Scientist,4,Single,2436,13422,6,3,6,2,3
21,Travel_Rarely,Sales,5,1,Medical,3,Male,3,Sales Representative,1,Single,2380,25479,1,4,2,6,3
39,Non-Travel,Research & Development,9,3,Life Sciences,4,Male,3,Manager,4,Single,19431,15302,2,3,21,3,2
23,Travel_Frequently,Sales,9,3,Marketing,4,Male,3,Sales Representative,1,Married,1790,26956,1,1,1,3,2
36,Travel_Rarely,Sales,3,3,Medical,1,Female,2,Sales Executive,4,Married,7644,12695,0,3,10,2,3
36,Travel_Frequently,Research & Development,4,2,Life Sciences,4,Female,3,Manufacturing Director,2,Divorced,5131,9192,7,2,18,3,3
56,Non-Travel,Research & Development,1,4,Life Sciences,3,Male,3,Healthcare Representative,3,Divorced,6306,26236,1,1,13,2,2
29,Travel_Rarely,Research & Development,1,4,Medical,1,Male,3,Research Scientist,4,Married,4787,26124,9,2,4,3,4
42,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Manager,3,Married,18880,17312,5,1,24,2,2
56,Travel_Rarely,Research & Development,7,2,Technical Degree,4,Male,3,Laboratory Technician,3,Married,2339,3666,8,4,14,4,1
41,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,2,Manufacturing Director,2,Married,13570,5640,0,3,21,3,3
34,Travel_Rarely,Sales,28,3,Marketing,4,Female,2,Sales Executive,3,Married,6712,8978,1,4,8,2,3
36,Non-Travel,Sales,15,4,Marketing,4,Male,1,Sales Executive,4,Divorced,5406,10436,1,1,15,4,2
41,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,2,Sales Executive,2,Divorced,8938,12227,2,3,14,5,3
32,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,3,Research Scientist,1,Single,2439,11288,1,4,4,4,3
35,Travel_Rarely,Human Resources,26,4,Life Sciences,3,Female,3,Human Resources,4,Single,8837,16642,1,3,9,2,3
38,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,3,Sales Executive,4,Married,5343,5982,1,3,10,1,3
50,Travel_Frequently,Sales,1,4,Life Sciences,2,Male,3,Sales Executive,3,Divorced,6728,14255,7,4,12,3,3
36,Travel_Rarely,Sales,11,4,Marketing,2,Female,2,Sales Executive,4,Married,6652,14369,4,1,8,2,2
45,Travel_Rarely,Sales,20,3,Life Sciences,4,Female,3,Sales Executive,3,Single,4850,23333,8,3,8,3,3
40,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,2,Research Scientist,3,Single,2809,2725,2,4,8,2,3
35,Travel_Frequently,Research & Development,18,4,Life Sciences,3,Male,3,Healthcare Representative,3,Married,5689,24594,1,4,10,2,4
40,Travel_Rarely,Research & Development,2,4,Medical,3,Female,3,Research Scientist,3,Married,2001,12549,2,2,20,2,3
35,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Female,1,Research Scientist,4,Married,2977,8952,1,4,4,5,3
29,Travel_Rarely,Research & Development,13,2,Other,4,Male,2,Laboratory Technician,2,Married,4025,23679,4,1,10,2,3
29,Travel_Rarely,Research & Development,28,4,Medical,4,Female,2,Research Scientist,1,Single,3785,8489,1,2,5,3,1
50,Travel_Rarely,Sales,28,3,Marketing,4,Male,2,Sales Executive,1,Divorced,10854,16586,4,2,20,3,3
39,Travel_Rarely,Sales,24,1,Marketing,2,Female,2,Sales Executive,4,Married,12031,8828,0,1,21,2,2
31,Non-Travel,Research & Development,5,3,Medical,2,Male,3,Manufacturing Director,1,Single,9936,3787,0,2,10,2,3
26,Travel_Rarely,Sales,5,3,Other,4,Female,2,Sales Representative,3,Single,2966,21378,0,4,5,2,3
36,Travel_Frequently,Research & Development,23,2,Medical,3,Male,4,Laboratory Technician,4,Married,2571,12290,4,3,17,3,3
39,Travel_Rarely,Research & Development,6,1,Medical,4,Male,2,Healthcare Representative,1,Married,9991,21457,4,1,9,5,3
27,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Male,4,Manufacturing Director,2,Married,6142,5174,1,2,6,0,3
49,Travel_Frequently,Sales,2,3,Medical,4,Male,2,Sales Executive,2,Married,5390,13243,2,4,17,3,2
34,Travel_Rarely,Research & Development,8,3,Medical,2,Male,4,Laboratory Technician,3,Married,4404,10228,2,1,6,3,4
